Year,Region,Model,Unit_Sold,Price_USD,Revenue,Sales_Classification
2021,Africa,X6,9313,51230,477104990,High
2019,Europe,i8,8455,107973,912911715,High
2012,Europe,5 Series,3803,106372,404532716,Low
2014,Asia,i3,3316,100453,333102148,Low
2015,South America,M5,6560,92285,605389600,Low
2018,Africa,3 Series,6984,95875,669591000,Low
2022,Europe,X3,4877,72593,354036061,Low
2023,Asia,3 Series,4570,101930,465820100,Low
2021,Asia,M5,7365,70403,518518095,High
2014,Europe,X5,7699,41296,317937904,High
2024,South America,X1,1131,76189,86169759,Low
2010,Europe,i8,923,114137,105348451,Low
2023,Africa,X1,4533,94933,430331289,Low
2023,Africa,M3,2999,45975,137879025,Low
2023,North America,X3,7612,89574,681837288,High
2013,Middle East,X1,3344,101679,340014576,Low
2014,North America,5 Series,1782,32116,57230712,Low
2021,Africa,M3,8578,56208,482152224,High
2019,South America,i3,6928,110953,768682384,Low
2019,Africa,5 Series,2607,30432,79336224,Low
2014,Asia,X5,8051,47201,380015251,High
2016,Middle East,X6,8291,74845,620539895,High
2013,Asia,i8,2862,60810,174038220,Low
2010,South America,M3,9996,54325,543032700,High
2023,Middle East,M5,8800,90483,796250400,High
2023,Africa,X5,1602,63767,102154734,Low
2014,Asia,M3,7632,88568,675950976,High
2016,South America,X6,3124,63342,197880408,Low
2019,Africa,X1,6335,67337,426579895,Low
2019,Middle East,3 Series,7781,54124,421138844,High
2015,South America,i3,393,54215,21306495,Low
2014,Middle East,M3,5749,106337,611331413,Low
2013,Asia,i8,3656,113894,416396464,Low
2011,Africa,M3,1840,95058,174906720,Low
2013,Asia,i3,7603,95155,723463465,High
2024,Europe,5 Series,2680,62997,168831960,Low
2019,Africa,X1,4751,99809,474192559,Low
2019,Asia,5 Series,2723,113545,309183035,Low
2012,North America,M5,3859,35561,137229899,Low
2019,Europe,M5,7227,67632,488776464,High
2010,Africa,M3,1697,45507,77225379,Low
2017,North America,X3,2964,98338,291473832,Low
2014,North America,X5,7877,65146,513155042,High
2022,Africa,i3,8106,39371,319141326,High
2013,South America,X5,3481,95650,332957650,Low
2017,North America,7 Series,9015,95673,862492095,High
2016,Middle East,X6,4747,36529,173403163,Low
2011,South America,M3,2791,37291,104079181,Low
2010,Europe,i3,8225,96374,792676150,High
2021,South America,X5,7674,65453,502286322,High
2020,Middle East,X6,9924,40976,406645824,High
2013,Middle East,X1,423,96502,40820346,Low
2017,North America,X1,9589,77086,739177654,High
2021,Europe,i8,2087,114472,238903064,Low
2011,Asia,i8,6870,93444,641960280,Low
2012,Middle East,i3,2316,47777,110651532,Low
2021,Middle East,5 Series,1474,97853,144235322,Low
2010,Africa,3 Series,8248,105114,866980272,High
2010,Asia,i8,9535,59940,571527900,High
2022,Africa,7 Series,9770,95164,929752280,High
2012,Europe,X6,1689,67268,113615652,Low
2020,Africa,i8,7217,107597,776527549,High
2014,Europe,M5,7143,44431,317370633,High
2021,South America,3 Series,1187,33634,39923558,Low
2012,Middle East,X5,9092,88294,802769048,High
2010,South America,X6,6936,43547,302041992,Low
2010,Asia,X5,9927,61697,612466119,High
2017,Asia,i3,4684,83062,389062408,Low
2019,Europe,X3,7801,32033,249889433,High
2020,Europe,M5,9468,98363,931300884,High
2021,Europe,X6,5976,80549,481360824,Low
2022,South America,M5,8168,101717,830824456,High
2022,North America,X6,7453,36829,274486537,High
2021,South America,X6,1110,58399,64822890,Low
2024,North America,7 Series,9831,94328,927338568,High
2023,North America,i3,1755,104168,182814840,Low
2011,Middle East,i3,8969,82166,736946854,High
2022,Asia,i8,1923,61129,117551067,Low
2012,Asia,5 Series,3208,53341,171117928,Low
2011,North America,i3,9651,90524,873647124,High
2012,North America,X5,3241,119903,388605623,Low
2016,Asia,X3,4428,97089,429910092,Low
2010,Middle East,X1,6025,107374,646928350,Low
2019,South America,X3,2003,68456,137117368,Low
2017,South America,3 Series,889,45078,40074342,Low
2022,North America,5 Series,7928,78058,618843824,High
2019,Africa,X3,3640,93953,341988920,Low
2019,North America,X1,7081,65133,461206773,High
2019,South America,i8,6458,31709,204776722,Low
2023,Europe,M3,215,83009,17846935,Low
2011,Asia,X6,371,116905,43371755,Low
2012,North America,5 Series,8864,39556,350624384,High
2018,South America,X5,2768,112830,312313440,Low
2016,Asia,5 Series,6803,113702,773514706,Low
2013,Europe,7 Series,1887,80565,152026155,Low
2019,Europe,M5,5359,114539,613814501,Low
2014,North America,7 Series,6126,117738,721262988,Low
2011,Middle East,M5,5606,98458,551955548,Low
2022,Africa,M5,197,108495,21373515,Low
2020,Asia,i3,4816,45778,220466848,Low
2022,North America,i3,1830,94162,172316460,Low
2017,South America,5 Series,2299,53897,123909203,Low
2013,Asia,i8,6281,46246,290471126,Low
2018,Europe,X6,6917,100635,696092295,Low
2014,South America,M3,9260,74783,692490580,High
2022,North America,7 Series,9775,85017,831041175,High
2018,North America,X5,5477,31497,172509069,Low
2013,North America,7 Series,2042,35013,71496546,Low
2019,Africa,X3,1903,95330,181412990,Low
2014,Europe,M3,6032,75199,453600368,Low
2018,South America,5 Series,370,74599,27601630,Low
2017,Europe,7 Series,4500,83021,373594500,Low
2012,South America,X3,6923,118641,821351643,Low
2010,Asia,X1,8350,100180,836503000,High
2012,South America,5 Series,4875,44482,216849750,Low
2013,South America,X6,5441,86584,471103544,Low
2011,Middle East,i3,5900,114475,675402500,Low
2010,Africa,X1,5174,94337,488099638,Low
2016,South America,7 Series,7310,106356,777462360,High
2017,Europe,i8,3345,56981,190601445,Low
2016,Africa,5 Series,9478,119557,1133161246,High
2023,Middle East,7 Series,8621,107095,923265995,High
2014,Middle East,M5,796,103494,82381224,Low
2021,Middle East,7 Series,789,109197,86156433,Low
2010,North America,M3,8764,65837,576995468,High
2016,Africa,X5,4619,87403,403714457,Low
2022,Africa,X6,4363,88249,385030387,Low
2016,Europe,X5,3585,65419,234527115,Low
2018,Middle East,M3,8811,41677,367216047,High
2012,South America,i3,6824,61076,416782624,Low
2018,North America,X3,1389,95134,132141126,Low
2023,Middle East,3 Series,2827,62329,176204083,Low
2010,South America,M3,7780,72000,560160000,High
2010,North America,3 Series,6364,45092,286965488,Low
2023,North America,M3,3627,102305,371060235,Low
2013,Africa,X1,1446,91146,131797116,Low
2018,Middle East,7 Series,8466,46357,392458362,High
2015,Europe,3 Series,2231,86015,191899465,Low
2022,Africa,7 Series,3003,61089,183450267,Low
2020,North America,3 Series,2345,46581,109232445,Low
2012,Middle East,X3,9037,90928,821716336,High
2010,Europe,5 Series,8257,105608,872005256,High
2013,North America,X3,4882,111712,545377984,Low
2021,Europe,X3,8461,31296,264795456,High
2022,Africa,i3,9429,41040,386966160,High
2018,North America,3 Series,703,76111,53506033,Low
2012,Europe,X6,5711,84285,481351635,Low
2021,Asia,7 Series,5134,118835,610098890,Low
2018,Africa,X1,3978,58221,231603138,Low
2016,Africa,M5,4603,52744,242780632,Low
2021,North America,i3,5177,87082,450823514,Low
2023,North America,X6,2212,104125,230324500,Low
2024,Africa,X3,3378,111418,376370004,Low
2013,Asia,X6,3667,100299,367796433,Low
2012,South America,M3,9739,53111,517248029,High
2019,Africa,3 Series,8241,82381,678901821,High
2024,South America,X5,3120,114283,356562960,Low
2014,Africa,7 Series,4362,96987,423057294,Low
2014,Africa,i3,874,38101,33300274,Low
2012,Europe,X1,9361,38185,357449785,High
2021,South America,7 Series,592,60159,35614128,Low
2018,Asia,M5,1871,63716,119212636,Low
2013,Asia,X6,978,95762,93655236,Low
2020,South America,3 Series,9264,98873,915959472,High
2014,Europe,X5,2823,57668,162796764,Low
2013,North America,i3,6481,80525,521882525,Low
2014,Middle East,7 Series,7490,113211,847950390,High
2016,Africa,M3,1074,44441,47729634,Low
2018,Asia,5 Series,3018,119290,360017220,Low
2016,Middle East,X1,8701,115174,1002128974,High
2022,North America,5 Series,1258,109008,137132064,Low
2014,South America,3 Series,7858,65616,515610528,High
2019,Europe,X5,6990,99005,692044950,Low
2019,Middle East,X5,5083,95587,485868721,Low
2016,South America,M3,9608,69403,666824024,High
2023,South America,3 Series,307,66497,20414579,Low
2024,North America,7 Series,8811,81746,720264006,High
2019,Middle East,M5,9224,113907,1050678168,High
2014,South America,i3,3804,90196,343105584,Low
2012,Africa,X3,4594,78281,359622914,Low
2016,North America,M3,2417,33594,81196698,Low
2022,Africa,5 Series,3810,113697,433185570,Low
2020,Europe,X6,8818,89344,787835392,High
2020,South America,M5,8614,92844,799758216,High
2011,South America,5 Series,7612,96884,737481008,High
2024,South America,5 Series,2088,55965,116854920,Low
2021,South America,7 Series,2574,89889,231374286,Low
2018,South America,5 Series,8719,118546,1033602574,High
2019,Asia,7 Series,4477,78337,350714749,Low
2019,North America,M3,9900,104893,1038440700,High
2021,Europe,M3,1724,85372,147181328,Low
2010,Asia,7 Series,5167,117253,605846251,Low
2022,Middle East,7 Series,6842,30309,207374178,Low
2015,Middle East,7 Series,5962,53556,319300872,Low
2016,North America,X3,5841,35741,208763181,Low
2023,North America,7 Series,8322,92196,767255112,High
2022,Europe,5 Series,7489,113726,851694014,High
2017,North America,X3,6662,76966,512747492,Low
2019,Africa,3 Series,7766,44286,343925076,High
2018,Europe,7 Series,789,71486,56402454,Low
2011,North America,i8,1068,74501,79567068,Low
2020,Middle East,X3,9153,78675,720112275,High
2019,Asia,M3,1457,82112,119637184,Low
2011,North America,5 Series,7163,109162,781927406,High
2014,Middle East,X5,6265,43917,275140005,Low
2022,Asia,X5,3335,51179,170681965,Low
2014,Middle East,5 Series,4290,48063,206190270,Low
2015,North America,7 Series,9826,76513,751816738,High
2012,South America,3 Series,8639,118687,1025336993,High
2017,Europe,i3,1619,119648,193710112,Low
2022,South America,i3,6215,86577,538076055,Low
2010,Middle East,X1,5894,101559,598588746,Low
2015,Europe,X1,3300,50570,166881000,Low
2013,North America,X1,5456,70164,382814784,Low
2010,Middle East,7 Series,2200,102260,224972000,Low
2024,Africa,5 Series,9319,48139,448607341,High
2016,Middle East,3 Series,228,58521,13342788,Low
2018,Middle East,X5,6034,79389,479033226,Low
2022,Africa,X5,7050,98740,696117000,High
2013,South America,X6,2595,35545,92239275,Low
2013,Europe,5 Series,8836,84501,746650836,High
2015,North America,X5,4686,50937,238690782,Low
2021,North America,X5,2957,36771,108731847,Low
2024,South America,i3,5673,34505,195746865,Low
2012,Middle East,X3,6713,40694,273178822,Low
2022,Asia,7 Series,7965,54273,432284445,High
2021,Africa,X1,8717,68785,599598845,High
2015,Middle East,X1,5239,89768,470294552,Low
2016,North America,X3,6821,105970,722821370,Low
2020,South America,X1,7138,64501,460408138,High
2019,Europe,i8,5215,78109,407338435,Low
2019,Africa,X5,6154,50442,310420068,Low
2012,North America,3 Series,9303,79236,737132508,High
2016,Middle East,X3,224,104110,23320640,Low
2023,Europe,i8,7060,73424,518373440,High
2012,South America,X1,6934,76331,529279154,Low
2022,North America,M5,7146,36317,259521282,High
2022,North America,i3,8925,68479,611175075,High
2011,Asia,i8,2967,85282,253031694,Low
2021,South America,i3,908,68456,62158048,Low
2023,Asia,3 Series,6245,57092,356539540,Low
2019,Middle East,M5,8092,35732,289143344,High
2013,Middle East,i8,6709,99825,669725925,Low
2021,South America,X1,7063,82274,581101262,High
2017,South America,X1,5477,57393,314341461,Low
2022,Africa,X3,1180,54655,64492900,Low
2024,Africa,X6,1626,72395,117714270,Low
2018,South America,3 Series,8121,60560,491807760,High
2016,South America,7 Series,5446,70094,381731924,Low
2010,Europe,i8,7317,88283,645966711,High
2012,South America,7 Series,3012,68117,205168404,Low
2022,Asia,X6,8197,116538,955261986,High
2021,South America,X6,9885,77593,767006805,High
2023,South America,M3,9573,32659,312644607,High
2018,North America,X6,5061,107478,543946158,Low
2024,Middle East,3 Series,6481,57119,370188239,Low
2021,Europe,i3,3118,31157,97147526,Low
2010,South America,M3,6374,55022,350710228,Low
2018,Africa,X5,2217,65102,144331134,Low
2017,Asia,M3,6440,71125,458045000,Low
2010,Africa,M5,4766,80402,383195932,Low
2015,South America,i3,9316,47032,438150112,High
2014,Africa,i8,9160,113241,1037287560,High
2015,South America,7 Series,8282,57120,473067840,High
2019,North America,i8,6161,101190,623431590,Low
2021,Europe,7 Series,6858,70841,485827578,Low
2022,South America,X1,7077,89012,629937924,High
2022,Europe,5 Series,3029,56520,171199080,Low
2022,North America,5 Series,1206,87814,105903684,Low
2024,Middle East,i8,8677,118386,1027235322,High
2014,Middle East,5 Series,1878,56363,105849714,Low
2015,South America,X1,3389,94948,321778772,Low
2014,South America,i8,5106,64984,331808304,Low
2020,Middle East,X6,9161,89134,816556574,High
2021,Europe,3 Series,4695,93579,439353405,Low
2014,Middle East,7 Series,4287,62516,268006092,Low
2013,Middle East,M3,6979,93080,649605320,Low
2012,Asia,M3,7318,106799,781555082,High
2012,Middle East,7 Series,3265,110453,360629045,Low
2013,Middle East,X1,1284,103605,133028820,Low
2018,Africa,7 Series,5076,83743,425079468,Low
2011,Europe,3 Series,4360,30328,132230080,Low
2024,North America,i8,3638,85692,311747496,Low
2018,North America,X1,171,94893,16226703,Low
2010,Europe,X1,1526,104754,159854604,Low
2023,North America,X1,1818,52338,95150484,Low
2024,Middle East,i8,3712,71133,264045696,Low
2024,Asia,X3,7710,60289,464828190,High
2010,South America,X1,7772,39344,305781568,High
2014,Europe,3 Series,8848,64579,571394992,High
2015,Europe,X1,395,118444,46785380,Low
2015,Europe,M5,9951,66188,658636788,High
2012,Middle East,i8,364,64391,23438324,Low
2016,South America,M5,2859,33218,94970262,Low
2018,Europe,3 Series,398,106740,42482520,Low
2020,South America,7 Series,3921,39432,154612872,Low
2021,South America,i8,7792,106759,831866128,High
2019,Asia,i8,4434,45015,199596510,Low
2017,North America,i8,6742,106667,719148914,Low
2015,Europe,5 Series,1220,33942,41409240,Low
2021,Middle East,M5,5724,60717,347544108,Low
2017,Europe,X6,8963,101449,909287387,High
2021,North America,M3,2040,73418,149772720,Low
2014,South America,i8,3768,65060,245146080,Low
2017,Asia,X5,7702,73274,564356348,High
2019,South America,3 Series,1651,40586,67007486,Low
2021,North America,X1,4883,108107,527886481,Low
2013,Africa,X6,5523,115317,636895791,Low
2019,Africa,X6,327,51932,16981764,Low
2017,Asia,X1,3962,59738,236681956,Low
2019,Europe,i3,3768,118571,446775528,Low
2021,Europe,7 Series,8986,63422,569910092,High
2011,North America,X3,5499,37168,204386832,Low
2021,Middle East,i3,1127,105635,119050645,Low
2021,Asia,X1,5485,119552,655742720,Low
2014,Asia,i8,2799,35639,99753561,Low
2018,Europe,M3,9357,97324,910660668,High
2013,Europe,X1,8833,52822,466576726,High
2020,Middle East,M5,356,94689,33709284,Low
2015,North America,i3,7926,86534,685868484,High
2024,Africa,7 Series,1288,109434,140950992,Low
2010,Africa,M5,4578,70027,320583606,Low
2018,North America,M3,8586,117237,1006596882,High
2010,North America,3 Series,7885,98452,776294020,High
2014,Asia,M3,1738,56712,98565456,Low
2013,Middle East,7 Series,2794,103737,289841178,Low
2022,Asia,X1,450,53776,24199200,Low
2021,Europe,X5,1636,67930,111133480,Low
2022,South America,i3,1633,117256,191479048,Low
2022,Europe,5 Series,5749,64944,373363056,Low
2023,Europe,X6,2441,65469,159809829,Low
2012,Middle East,i3,3245,34505,111968725,Low
2022,Europe,5 Series,9807,117801,1155274407,High
2015,South America,X1,4724,104445,493398180,Low
2011,Europe,X3,6984,97419,680374296,Low
2012,Middle East,i8,6713,110826,743974938,Low
2014,Africa,X1,3054,70903,216537762,Low
2024,Europe,X3,1171,57989,67905119,Low
2018,Europe,M5,9984,101165,1010031360,High
2011,Asia,7 Series,1535,101241,155404935,Low
2019,North America,5 Series,6399,52150,333707850,Low
2017,Europe,5 Series,2183,92479,201881657,Low
2023,North America,3 Series,4347,114474,497618478,Low
2011,Asia,7 Series,7342,48790,358216180,High
2020,Africa,M3,3842,58024,222928208,Low
2022,Europe,M3,8924,107369,958160956,High
2014,South America,X3,7315,89522,654853430,High
2016,Europe,3 Series,2549,56472,143947128,Low
2017,Asia,3 Series,835,86050,71851750,Low
2010,Asia,5 Series,7263,91955,667869165,High
2015,Europe,5 Series,1903,92183,175424249,Low
2010,Middle East,3 Series,6039,109920,663806880,Low
2011,South America,X3,987,63102,62281674,Low
2024,Africa,X6,3613,80949,292468737,Low
2010,Asia,M3,8926,84591,755059266,High
2020,South America,i8,363,38246,13883298,Low
2014,Middle East,X3,8961,98481,882488241,High
2019,North America,X5,2819,48576,136935744,Low
2024,Africa,3 Series,8031,81565,655048515,High
2018,Asia,X5,8149,40124,326970476,High
2015,Africa,X6,8677,97287,844159299,High
2020,South America,X5,4269,75453,322108857,Low
2020,Africa,X1,3621,79080,286348680,Low
2010,Middle East,i3,8319,57271,476437449,High
2022,Middle East,X6,4590,98297,451183230,Low
2010,South America,5 Series,2271,37456,85062576,Low
2011,Africa,i8,9086,108465,985512990,High
2018,Asia,i3,4302,55187,237414474,Low
2012,Africa,3 Series,2538,42310,107382780,Low
2024,Asia,X5,2300,78458,180453400,Low
