Model,Category,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM
X5,SUV,Hybrid,Manual,2.7,148760
X5,SUV,Petrol,Manual,3.3,93603
M5,Performance Sedan,Diesel,Manual,4.9,140914
3 Series,Sedan,Electric,Automatic,2.3,34532
i8,Hybrid Sports Car,Electric,Automatic,3.2,82478
i3,Electric Hatchback,Diesel,Manual,3.7,183985
X5,SUV,Electric,Automatic,2,15812
3 Series,Sedan,Electric,Automatic,1.7,25425
X3,SUV,Electric,Automatic,1.5,40927
M5,Performance Sedan,Petrol,Automatic,2.6,133161
5 Series,Sedan,Diesel,Manual,1.8,194310
X1,SUV,Diesel,Manual,4.3,90089
5 Series,Sedan,Electric,Automatic,5,40963
3 Series,Sedan,Electric,Automatic,1.7,110901
i8,Hybrid Sports Car,Diesel,Manual,3,93800
X6,SUV-Coupe,Hybrid,Manual,1.6,13086
X3,SUV,Electric,Automatic,2,37967
X5,SUV,Petrol,Automatic,2.6,14396
X6,SUV-Coupe,Hybrid,Manual,2.9,117113
5 Series,Sedan,Electric,Automatic,4.8,58754
X6,SUV-Coupe,Hybrid,Automatic,2.9,9134
M5,Performance Sedan,Electric,Automatic,3.2,130480
X3,SUV,Electric,Automatic,2.4,64002
X5,SUV,Hybrid,Automatic,1.5,149506
i3,Electric Hatchback,Hybrid,Manual,4.6,33244
X1,SUV,Diesel,Automatic,1.8,105554
M3,Performance Sedan,Hybrid,Automatic,4.9,179971
3 Series,Sedan,Electric,Manual,2,28730
i8,Hybrid Sports Car,Diesel,Automatic,3.6,39970
M5,Performance Sedan,Hybrid,Automatic,5,16692
X5,SUV,Electric,Automatic,2,9615
3 Series,Sedan,Hybrid,Automatic,3,122231
M3,Performance Sedan,Diesel,Automatic,4.2,158898
X3,SUV,Diesel,Automatic,1.6,149657
7 Series,Sedan,Petrol,Manual,3.9,119461
7 Series,Sedan,Electric,Manual,1.8,106864
X1,SUV,Hybrid,Manual,2.3,191856
7 Series,Sedan,Diesel,Manual,2.1,138657
3 Series,Sedan,Diesel,Manual,4.7,188658
7 Series,Sedan,Diesel,Automatic,2.1,117012
X3,SUV,Hybrid,Manual,1.6,123560
X6,SUV-Coupe,Petrol,Automatic,3.6,3514
i8,Hybrid Sports Car,Petrol,Automatic,2.7,177410
i3,Electric Hatchback,Diesel,Manual,2.9,108780
5 Series,Sedan,Electric,Automatic,1.9,117047
X6,SUV-Coupe,Hybrid,Manual,4.1,57533
X6,SUV-Coupe,Electric,Automatic,3.6,179601
i3,Electric Hatchback,Petrol,Manual,2.8,107224
X6,SUV-Coupe,Electric,Manual,2.1,111839
X1,SUV,Petrol,Manual,3.6,136787
5 Series,Sedan,Hybrid,Automatic,4.2,98318
i3,Electric Hatchback,Petrol,Manual,2.6,85185
M5,Performance Sedan,Hybrid,Manual,1.6,172797
i8,Hybrid Sports Car,Electric,Automatic,2.3,110324
3 Series,Sedan,Diesel,Automatic,3.9,29725
X3,SUV,Petrol,Automatic,5,61899
M3,Performance Sedan,Petrol,Automatic,1.5,11430
3 Series,Sedan,Electric,Automatic,2.6,197439
5 Series,Sedan,Diesel,Manual,1.7,195818
X3,SUV,Diesel,Manual,2.6,85688
X5,SUV,Electric,Automatic,2.9,20462
X3,SUV,Diesel,Automatic,4.7,10558
X3,SUV,Diesel,Manual,1.8,185671
i3,Electric Hatchback,Electric,Automatic,4.2,172246
7 Series,Sedan,Electric,Automatic,2.9,183830
7 Series,Sedan,Electric,Manual,4.3,122871
X3,SUV,Petrol,Manual,3.3,158539
3 Series,Sedan,Diesel,Automatic,1.6,153861
X1,SUV,Diesel,Manual,4.8,142009
X3,SUV,Diesel,Automatic,1.8,116237
X1,SUV,Petrol,Automatic,3.6,126235
M5,Performance Sedan,Petrol,Automatic,4.6,53187
M3,Performance Sedan,Hybrid,Automatic,1.8,195192
7 Series,Sedan,Hybrid,Automatic,3.4,83608
7 Series,Sedan,Hybrid,Automatic,4.4,69018
i8,Hybrid Sports Car,Hybrid,Automatic,5,123323
i3,Electric Hatchback,Diesel,Manual,4,136323
M5,Performance Sedan,Petrol,Manual,2.5,145948
X3,SUV,Diesel,Manual,3.9,186088
X6,SUV-Coupe,Diesel,Automatic,4,60014
i8,Hybrid Sports Car,Electric,Manual,3.9,128625
5 Series,Sedan,Electric,Manual,4.5,36826
i3,Electric Hatchback,Diesel,Manual,1.8,190726
M5,Performance Sedan,Petrol,Automatic,1.9,32159
3 Series,Sedan,Electric,Manual,3.7,27967
X3,SUV,Hybrid,Automatic,4.8,165231
3 Series,Sedan,Diesel,Manual,3.1,39466
M5,Performance Sedan,Electric,Manual,4.9,78179
X5,SUV,Hybrid,Manual,4.8,187195
X1,SUV,Petrol,Manual,4.7,160411
i8,Hybrid Sports Car,Petrol,Automatic,4.7,165927
X1,SUV,Hybrid,Automatic,4.6,136514
M3,Performance Sedan,Electric,Manual,4.4,35796
X3,SUV,Hybrid,Automatic,3.9,162596
X1,SUV,Electric,Automatic,1.6,78178
5 Series,Sedan,Hybrid,Automatic,2,102714
M3,Performance Sedan,Hybrid,Manual,2,1811
i3,Electric Hatchback,Electric,Manual,1.6,151998
5 Series,Sedan,Electric,Automatic,1.9,142024
X5,SUV,Diesel,Automatic,4.7,106658
X6,SUV-Coupe,Petrol,Automatic,3.8,151865
i8,Hybrid Sports Car,Diesel,Manual,2.6,121993
M3,Performance Sedan,Petrol,Automatic,4.3,191728
M5,Performance Sedan,Electric,Automatic,3.2,177722
X5,SUV,Diesel,Automatic,2,74612
M3,Performance Sedan,Electric,Automatic,4.6,133780
X6,SUV-Coupe,Diesel,Manual,2.7,165162
X1,SUV,Electric,Automatic,3.9,81128
3 Series,Sedan,Electric,Manual,2.5,161578
i3,Electric Hatchback,Electric,Manual,3.3,26839
M3,Performance Sedan,Petrol,Automatic,4.4,71014
i8,Hybrid Sports Car,Electric,Manual,2,100480
M3,Performance Sedan,Electric,Automatic,4.9,119981
i3,Electric Hatchback,Electric,Automatic,1.7,160894
5 Series,Sedan,Hybrid,Automatic,3.4,81770
X1,SUV,Petrol,Automatic,4.7,91038
5 Series,Sedan,Hybrid,Manual,4.8,2622
M5,Performance Sedan,Electric,Automatic,2.3,157101
M5,Performance Sedan,Diesel,Manual,2,128785
M3,Performance Sedan,Electric,Manual,4,15805
X3,SUV,Hybrid,Automatic,1.6,192794
X5,SUV,Petrol,Manual,3.2,112616
i3,Electric Hatchback,Hybrid,Manual,4.3,158763
X5,SUV,Petrol,Manual,3.5,149677
7 Series,Sedan,Electric,Automatic,2.2,154172
X6,SUV-Coupe,Petrol,Automatic,3.2,160994
M3,Performance Sedan,Electric,Manual,4.7,101736
i3,Electric Hatchback,Hybrid,Automatic,3.7,101647
X5,SUV,Petrol,Automatic,4,184282
X6,SUV-Coupe,Petrol,Automatic,2.7,162403
X1,SUV,Electric,Manual,2.2,54388
X1,SUV,Diesel,Automatic,2.4,184511
i8,Hybrid Sports Car,Electric,Automatic,3.4,157823
i8,Hybrid Sports Car,Hybrid,Automatic,2.5,62983
i3,Electric Hatchback,Petrol,Manual,3.4,124343
5 Series,Sedan,Diesel,Automatic,4,106679
3 Series,Sedan,Diesel,Automatic,4.1,123015
i8,Hybrid Sports Car,Electric,Automatic,2.1,71119
7 Series,Sedan,Diesel,Automatic,4.1,56534
X6,SUV-Coupe,Diesel,Automatic,3.9,131425
i8,Hybrid Sports Car,Electric,Manual,1.5,78999
M5,Performance Sedan,Diesel,Automatic,1.7,134005
3 Series,Sedan,Hybrid,Manual,3.8,192532
X5,SUV,Diesel,Automatic,2.8,130556
X6,SUV-Coupe,Petrol,Manual,2,45708
X5,SUV,Diesel,Manual,1.7,140291
i3,Electric Hatchback,Electric,Manual,2.1,161500
X3,SUV,Petrol,Manual,4.9,14205
M5,Performance Sedan,Hybrid,Automatic,4,182203
X6,SUV-Coupe,Hybrid,Automatic,3.3,184003
M5,Performance Sedan,Petrol,Manual,4.8,151188
X6,SUV-Coupe,Hybrid,Automatic,3.7,172961
X6,SUV-Coupe,Electric,Automatic,4,21576
7 Series,Sedan,Diesel,Manual,2.5,88984
i3,Electric Hatchback,Electric,Manual,3.6,11604
i3,Electric Hatchback,Petrol,Automatic,2,139395
i8,Hybrid Sports Car,Diesel,Manual,2.9,174399
5 Series,Sedan,Petrol,Automatic,1.6,33615
i3,Electric Hatchback,Diesel,Manual,2.3,145432
X5,SUV,Hybrid,Automatic,1.8,19879
X3,SUV,Diesel,Automatic,2.9,37382
X1,SUV,Diesel,Manual,4.5,26493
X3,SUV,Hybrid,Manual,2.8,13828
3 Series,Sedan,Electric,Manual,4.4,36647
5 Series,Sedan,Hybrid,Manual,3.8,121263
X3,SUV,Petrol,Automatic,3.3,67674
X1,SUV,Petrol,Automatic,2.3,131057
i8,Hybrid Sports Car,Petrol,Automatic,4.7,69371
M3,Performance Sedan,Petrol,Automatic,1.7,159433
X6,SUV-Coupe,Hybrid,Automatic,3.9,53224
5 Series,Sedan,Electric,Automatic,3.7,121730
X5,SUV,Electric,Manual,3,29294
5 Series,Sedan,Petrol,Automatic,2.3,113868
7 Series,Sedan,Diesel,Manual,3,64985
M5,Performance Sedan,Petrol,Automatic,4.6,124983
7 Series,Sedan,Hybrid,Automatic,4.4,165056
M5,Performance Sedan,Electric,Manual,4.8,158280
M5,Performance Sedan,Petrol,Manual,2.6,185369
i3,Electric Hatchback,Electric,Automatic,2.9,150855
i3,Electric Hatchback,Petrol,Automatic,1.6,157485
5 Series,Sedan,Petrol,Automatic,4.8,71957
i8,Hybrid Sports Car,Diesel,Manual,2.7,172965
X6,SUV-Coupe,Electric,Manual,2.9,47917
M3,Performance Sedan,Petrol,Manual,4.7,108564
7 Series,Sedan,Diesel,Automatic,3.3,3023
X5,SUV,Electric,Manual,3.5,118550
7 Series,Sedan,Petrol,Automatic,2.1,184827
X3,SUV,Petrol,Automatic,3.2,88336
M3,Performance Sedan,Petrol,Automatic,4.7,177247
5 Series,Sedan,Petrol,Manual,3.5,117487
7 Series,Sedan,Electric,Manual,2.4,93249
X3,SUV,Hybrid,Manual,1.6,97006
X1,SUV,Diesel,Manual,2.7,198600
5 Series,Sedan,Petrol,Manual,3.5,13804
X6,SUV-Coupe,Electric,Automatic,1.6,172249
i3,Electric Hatchback,Electric,Manual,3.6,134576
X1,SUV,Hybrid,Manual,3.3,46370
7 Series,Sedan,Petrol,Manual,4.2,166971
i8,Hybrid Sports Car,Petrol,Automatic,1.6,187653
5 Series,Sedan,Hybrid,Manual,4.2,22952
7 Series,Sedan,Petrol,Manual,3.3,138440
M5,Performance Sedan,Diesel,Automatic,2.8,46000
7 Series,Sedan,Electric,Automatic,4.9,121064
M3,Performance Sedan,Diesel,Automatic,2.1,192673
X5,SUV,Electric,Automatic,3.4,117486
X6,SUV-Coupe,Diesel,Automatic,2.6,151529
X5,SUV,Petrol,Manual,3.3,121053
M3,Performance Sedan,Diesel,Manual,3.4,66819
i3,Electric Hatchback,Petrol,Manual,1.8,180582
X3,SUV,Diesel,Automatic,3.8,51425
3 Series,Sedan,Hybrid,Manual,3.7,80136
M3,Performance Sedan,Electric,Automatic,4.2,18409
3 Series,Sedan,Diesel,Automatic,1.8,172040
M3,Performance Sedan,Hybrid,Manual,2.5,123160
X1,SUV,Diesel,Automatic,3.8,149031
7 Series,Sedan,Diesel,Automatic,2,140056
3 Series,Sedan,Hybrid,Automatic,3.9,74034
7 Series,Sedan,Electric,Automatic,1.7,85880
3 Series,Sedan,Hybrid,Automatic,2.7,69101
X3,SUV,Diesel,Manual,4.5,147898
5 Series,Sedan,Petrol,Manual,4.2,114337
X3,SUV,Electric,Automatic,3.8,24884
X3,SUV,Hybrid,Automatic,4.5,65326
i3,Electric Hatchback,Petrol,Automatic,4,103831
3 Series,Sedan,Hybrid,Automatic,3.3,38460
X6,SUV-Coupe,Diesel,Automatic,4.9,194801
7 Series,Sedan,Petrol,Automatic,3.9,22072
X1,SUV,Hybrid,Automatic,3.6,110273
M5,Performance Sedan,Electric,Automatic,2.9,177484
i3,Electric Hatchback,Hybrid,Automatic,4.7,89491
X6,SUV-Coupe,Electric,Automatic,2.5,100722
X3,SUV,Hybrid,Manual,1.5,84641
X6,SUV-Coupe,Petrol,Automatic,2.2,12341
M3,Performance Sedan,Hybrid,Automatic,1.9,197184
3 Series,Sedan,Diesel,Manual,2.6,156916
X5,SUV,Electric,Automatic,4.4,199
7 Series,Sedan,Diesel,Automatic,3.8,186802
i3,Electric Hatchback,Diesel,Manual,2.1,62836
X1,SUV,Petrol,Automatic,4.3,32552
7 Series,Sedan,Electric,Manual,3.3,25984
M5,Performance Sedan,Petrol,Automatic,3.3,174744
X6,SUV-Coupe,Electric,Automatic,2.8,167664
3 Series,Sedan,Diesel,Manual,4.5,21043
X5,SUV,Petrol,Automatic,2.6,85840
i3,Electric Hatchback,Petrol,Automatic,1.8,101623
7 Series,Sedan,Petrol,Manual,2.6,103494
M3,Performance Sedan,Electric,Automatic,4,53730
5 Series,Sedan,Electric,Automatic,3.8,103055
X1,SUV,Electric,Automatic,2.2,188180
5 Series,Sedan,Petrol,Manual,1.9,125825
3 Series,Sedan,Hybrid,Manual,3.8,31044
X5,SUV,Petrol,Manual,3.9,73732
X5,SUV,Hybrid,Automatic,2.8,132020
M3,Performance Sedan,Petrol,Manual,4.4,169199
3 Series,Sedan,Petrol,Manual,4.9,97169
7 Series,Sedan,Diesel,Manual,2.2,54277
M5,Performance Sedan,Petrol,Automatic,3.5,50494
i3,Electric Hatchback,Hybrid,Manual,1.5,10138
X3,SUV,Electric,Manual,4,191413
M3,Performance Sedan,Hybrid,Automatic,2.9,66974
5 Series,Sedan,Electric,Automatic,2.2,102335
X6,SUV-Coupe,Diesel,Manual,4.1,137108
M5,Performance Sedan,Petrol,Manual,4.3,169167
5 Series,Sedan,Electric,Manual,1.9,49153
5 Series,Sedan,Petrol,Automatic,1.6,110993
7 Series,Sedan,Hybrid,Automatic,2.7,139793
5 Series,Sedan,Electric,Manual,3.7,187426
7 Series,Sedan,Petrol,Manual,4.3,179149
M3,Performance Sedan,Petrol,Manual,3.4,4857
M3,Performance Sedan,Diesel,Automatic,3.5,84049
7 Series,Sedan,Electric,Manual,4.3,64338
7 Series,Sedan,Electric,Manual,3.4,86808
7 Series,Sedan,Diesel,Manual,3.6,3554
X3,SUV,Petrol,Automatic,3.3,97670
7 Series,Sedan,Diesel,Automatic,4.6,9701
5 Series,Sedan,Diesel,Manual,2.3,111160
X3,SUV,Hybrid,Automatic,2.4,79307
3 Series,Sedan,Hybrid,Automatic,1.9,149301
7 Series,Sedan,Electric,Manual,4.4,93711
i8,Hybrid Sports Car,Diesel,Automatic,2.9,3475
X3,SUV,Petrol,Automatic,2.7,166020
M3,Performance Sedan,Petrol,Automatic,4.9,187708
5 Series,Sedan,Diesel,Automatic,4.7,71582
X5,SUV,Electric,Manual,4.9,199447
X5,SUV,Diesel,Manual,2,66794
5 Series,Sedan,Diesel,Manual,4.6,47231
7 Series,Sedan,Petrol,Manual,2.7,48190
3 Series,Sedan,Petrol,Automatic,1.5,16727
i3,Electric Hatchback,Electric,Automatic,2.9,91260
i3,Electric Hatchback,Electric,Automatic,3.3,134766
X1,SUV,Diesel,Manual,1.9,101542
X1,SUV,Petrol,Automatic,3.4,176923
X1,SUV,Electric,Automatic,4.4,11643
7 Series,Sedan,Petrol,Automatic,2.8,199290
5 Series,Sedan,Electric,Manual,2.7,145156
3 Series,Sedan,Petrol,Manual,2.7,168974
X5,SUV,Petrol,Manual,4.7,163376
X5,SUV,Diesel,Automatic,1.7,139011
X6,SUV-Coupe,Electric,Automatic,3.1,78042
5 Series,Sedan,Petrol,Manual,2.4,38281
X5,SUV,Electric,Manual,4.6,129916
X5,SUV,Hybrid,Manual,1.8,72036
i3,Electric Hatchback,Hybrid,Manual,2.9,107227
X3,SUV,Diesel,Automatic,2.9,35115
7 Series,Sedan,Diesel,Automatic,4.6,157516
X1,SUV,Hybrid,Manual,2.3,196771
X1,SUV,Petrol,Manual,3.8,62335
X3,SUV,Petrol,Automatic,2,198074
X1,SUV,Petrol,Automatic,4.8,168607
i8,Hybrid Sports Car,Hybrid,Manual,3.6,136556
X5,SUV,Electric,Manual,3.7,143332
3 Series,Sedan,Petrol,Manual,3,40000
X3,SUV,Hybrid,Manual,2.7,81599
i8,Hybrid Sports Car,Electric,Automatic,2.2,91651
X1,SUV,Electric,Automatic,3.6,128637
M5,Performance Sedan,Electric,Automatic,4.8,125696
i3,Electric Hatchback,Electric,Automatic,2.8,156881
i8,Hybrid Sports Car,Electric,Automatic,4.6,195288
i3,Electric Hatchback,Petrol,Automatic,2,154446
3 Series,Sedan,Petrol,Manual,4.8,35496
M5,Performance Sedan,Diesel,Manual,2.7,147752
i8,Hybrid Sports Car,Electric,Automatic,2.8,68617
X1,SUV,Hybrid,Automatic,3.1,51316
X1,SUV,Diesel,Manual,4,108002
X3,SUV,Hybrid,Manual,4,67459
X6,SUV-Coupe,Petrol,Automatic,3.2,177835
3 Series,Sedan,Electric,Manual,3.3,190650
7 Series,Sedan,Petrol,Automatic,1.6,66213
i8,Hybrid Sports Car,Diesel,Automatic,2.6,191717
7 Series,Sedan,Diesel,Automatic,2.7,78103
X6,SUV-Coupe,Petrol,Automatic,3.5,193767
X6,SUV-Coupe,Hybrid,Manual,3.5,195411
M3,Performance Sedan,Hybrid,Manual,4,52339
X6,SUV-Coupe,Diesel,Automatic,4,110555
3 Series,Sedan,Electric,Manual,2.3,171594
i3,Electric Hatchback,Petrol,Automatic,4.2,22394
M3,Performance Sedan,Petrol,Manual,1.6,21078
X5,SUV,Hybrid,Manual,4,116302
M3,Performance Sedan,Electric,Manual,1.9,66132
M5,Performance Sedan,Hybrid,Automatic,4.1,140387
i3,Electric Hatchback,Diesel,Automatic,3.3,154238
i8,Hybrid Sports Car,Diesel,Manual,3,85535
7 Series,Sedan,Petrol,Manual,3.9,109370
i8,Hybrid Sports Car,Petrol,Automatic,1.6,47716
7 Series,Sedan,Electric,Automatic,2.3,157562
X1,SUV,Diesel,Manual,3.7,116511
5 Series,Sedan,Petrol,Manual,4.5,187824
5 Series,Sedan,Electric,Automatic,2.8,97363
i8,Hybrid Sports Car,Petrol,Automatic,2.4,92454
5 Series,Sedan,Petrol,Manual,3.3,193006
X1,SUV,Diesel,Automatic,3.7,169138
i8,Hybrid Sports Car,Diesel,Manual,3,79503
X6,SUV-Coupe,Petrol,Automatic,4.6,102694
3 Series,Sedan,Hybrid,Manual,3.3,48443
7 Series,Sedan,Hybrid,Manual,1.6,191167
M3,Performance Sedan,Hybrid,Manual,2.3,124441
M3,Performance Sedan,Electric,Manual,3.1,59715
7 Series,Sedan,Electric,Manual,3.9,81509
X1,SUV,Petrol,Automatic,2.3,197229
7 Series,Sedan,Petrol,Automatic,4.9,179353
3 Series,Sedan,Electric,Automatic,2.6,14540
i8,Hybrid Sports Car,Hybrid,Automatic,3.4,31725
X1,SUV,Diesel,Automatic,1.6,55366
X1,SUV,Electric,Manual,4.6,147607
X1,SUV,Electric,Automatic,4.3,94402
i8,Hybrid Sports Car,Petrol,Manual,2.2,176945
X3,SUV,Petrol,Manual,4.8,29173
X1,SUV,Diesel,Automatic,2.6,18447
3 Series,Sedan,Hybrid,Automatic,3.9,4318
X1,SUV,Electric,Manual,4.4,117408
M5,Performance Sedan,Petrol,Manual,4.1,154289
i8,Hybrid Sports Car,Petrol,Automatic,4.7,18803
M5,Performance Sedan,Electric,Manual,4.5,184303
3 Series,Sedan,Diesel,Manual,5,93784
7 Series,Sedan,Diesel,Automatic,2.1,185458
i8,Hybrid Sports Car,Petrol,Automatic,2.6,60409
i8,Hybrid Sports Car,Petrol,Automatic,3.7,137601
i8,Hybrid Sports Car,Hybrid,Automatic,4.1,33338
5 Series,Sedan,Diesel,Automatic,3.4,146380
M5,Performance Sedan,Petrol,Manual,1.8,158910
X6,SUV-Coupe,Petrol,Automatic,4.4,68925
M3,Performance Sedan,Hybrid,Automatic,4.9,106579
i8,Hybrid Sports Car,Electric,Manual,2.9,186497
X5,SUV,Petrol,Automatic,2.3,81670
3 Series,Sedan,Hybrid,Automatic,1.6,129661
X1,SUV,Hybrid,Automatic,2.3,131445
X6,SUV-Coupe,Diesel,Automatic,3.9,153804
X6,SUV-Coupe,Hybrid,Manual,4.7,57991
X1,SUV,Hybrid,Manual,1.8,9101
i3,Electric Hatchback,Petrol,Manual,3.4,26966
7 Series,Sedan,Hybrid,Automatic,3.9,148512
X3,SUV,Hybrid,Automatic,2.5,139511
i3,Electric Hatchback,Diesel,Automatic,3.5,18186
X1,SUV,Hybrid,Manual,4,38752
i8,Hybrid Sports Car,Diesel,Manual,4.4,130314
M3,Performance Sedan,Hybrid,Manual,3.1,97253
X1,SUV,Electric,Automatic,4.1,130922
M5,Performance Sedan,Hybrid,Manual,2.6,93969
i3,Electric Hatchback,Hybrid,Manual,2.2,49755
7 Series,Sedan,Diesel,Manual,2.2,177640
M5,Performance Sedan,Petrol,Manual,2.8,185177
M3,Performance Sedan,Diesel,Automatic,1.6,120157
3 Series,Sedan,Hybrid,Manual,2.5,136265
M3,Performance Sedan,Diesel,Manual,3.8,44713
7 Series,Sedan,Diesel,Automatic,3.8,107778
X1,SUV,Petrol,Automatic,1.8,158495
X5,SUV,Electric,Automatic,2.5,159267
i3,Electric Hatchback,Hybrid,Automatic,3.5,174985
5 Series,Sedan,Petrol,Automatic,2.6,52436
X6,SUV-Coupe,Hybrid,Manual,3,118642
i3,Electric Hatchback,Petrol,Manual,4,171574
5 Series,Sedan,Petrol,Manual,1.5,199153
X1,SUV,Hybrid,Automatic,2.5,40390
X3,SUV,Hybrid,Manual,2,17853
i8,Hybrid Sports Car,Petrol,Automatic,1.9,97697
X1,SUV,Diesel,Automatic,4.9,25752
X3,SUV,Electric,Automatic,2.8,175560
M5,Performance Sedan,Electric,Automatic,3.3,122375
7 Series,Sedan,Petrol,Automatic,4.1,108596
5 Series,Sedan,Diesel,Automatic,1.7,143842
5 Series,Sedan,Petrol,Manual,2.3,33003
3 Series,Sedan,Diesel,Automatic,4.4,77275
7 Series,Sedan,Diesel,Automatic,4.5,95753
M3,Performance Sedan,Petrol,Automatic,2.8,140877
M3,Performance Sedan,Petrol,Manual,2.8,160092
X3,SUV,Hybrid,Manual,4.1,29824
3 Series,Sedan,Electric,Manual,2.5,60877
3 Series,Sedan,Diesel,Automatic,1.9,187381
5 Series,Sedan,Hybrid,Manual,2.4,41747
5 Series,Sedan,Hybrid,Automatic,2.9,117221
3 Series,Sedan,Diesel,Automatic,1.7,149295
X3,SUV,Petrol,Automatic,3.2,3555
X6,SUV-Coupe,Hybrid,Automatic,4.1,20712
M3,Performance Sedan,Hybrid,Automatic,3.3,141383
i8,Hybrid Sports Car,Hybrid,Automatic,1.8,52517
X3,SUV,Petrol,Automatic,3,43177
X5,SUV,Petrol,Manual,4,128251
3 Series,Sedan,Hybrid,Manual,1.7,175447
X5,SUV,Petrol,Automatic,1.7,163846
X6,SUV-Coupe,Diesel,Manual,2.8,75754
X5,SUV,Hybrid,Automatic,2.2,44749
X1,SUV,Diesel,Manual,4.8,45000
i3,Electric Hatchback,Hybrid,Manual,3.5,163763
X6,SUV-Coupe,Diesel,Manual,2.5,93721
5 Series,Sedan,Diesel,Automatic,4,177240
i8,Hybrid Sports Car,Hybrid,Automatic,2.8,125267
i3,Electric Hatchback,Electric,Automatic,2,42039
3 Series,Sedan,Electric,Manual,2.3,102142
X5,SUV,Hybrid,Automatic,3.7,58429
5 Series,Sedan,Electric,Manual,1.7,191728
X3,SUV,Hybrid,Manual,2.5,148863
3 Series,Sedan,Electric,Manual,2.2,3517
3 Series,Sedan,Electric,Automatic,2.2,103203
3 Series,Sedan,Petrol,Manual,3.9,14099
X5,SUV,Diesel,Manual,4.4,18925
3 Series,Sedan,Diesel,Automatic,4,49607
X3,SUV,Diesel,Manual,3.8,48004
X6,SUV-Coupe,Petrol,Manual,4.7,165214
X5,SUV,Petrol,Manual,1.7,40365
X5,SUV,Hybrid,Manual,2.1,121128
X3,SUV,Diesel,Manual,3,140851
i8,Hybrid Sports Car,Petrol,Automatic,2.8,73090
X1,SUV,Electric,Automatic,3,197977
i8,Hybrid Sports Car,Diesel,Automatic,2.2,147408
7 Series,Sedan,Hybrid,Manual,2,43518
3 Series,Sedan,Hybrid,Automatic,3.3,21242
X5,SUV,Petrol,Automatic,4.7,137693
5 Series,Sedan,Electric,Manual,2.9,31446
M5,Performance Sedan,Hybrid,Automatic,1.7,112536
M5,Performance Sedan,Electric,Manual,4,179185
3 Series,Sedan,Petrol,Automatic,2.5,97987
X5,SUV,Diesel,Automatic,2.4,33911
X1,SUV,Petrol,Automatic,2.6,174282
M5,Performance Sedan,Electric,Manual,4,164797
X5,SUV,Hybrid,Automatic,4.4,148264
X3,SUV,Diesel,Manual,3.6,104677
M3,Performance Sedan,Diesel,Automatic,2.6,75040
X6,SUV-Coupe,Electric,Manual,2.6,144099
5 Series,Sedan,Petrol,Automatic,1.9,139301
5 Series,Sedan,Hybrid,Manual,4.8,191633
M3,Performance Sedan,Electric,Automatic,3.7,68021
5 Series,Sedan,Hybrid,Manual,1.6,25648
X3,SUV,Hybrid,Automatic,3.8,199996
i3,Electric Hatchback,Diesel,Manual,3.1,197135
X6,SUV-Coupe,Hybrid,Manual,4.9,194773
X3,SUV,Petrol,Manual,4.4,111188
5 Series,Sedan,Diesel,Manual,2.1,130801
3 Series,Sedan,Electric,Automatic,4,95019
i3,Electric Hatchback,Hybrid,Automatic,3.2,189982
M5,Performance Sedan,Diesel,Manual,2.2,129690
M5,Performance Sedan,Electric,Automatic,3.9,140787
X3,SUV,Hybrid,Automatic,3.4,194161
X1,SUV,Petrol,Automatic,1.6,27620
X6,SUV-Coupe,Diesel,Manual,3.8,112386
X5,SUV,Petrol,Manual,3.7,122462
i3,Electric Hatchback,Petrol,Automatic,2,183969
M5,Performance Sedan,Electric,Automatic,2.7,107993
i8,Hybrid Sports Car,Electric,Automatic,3.6,4233
X6,SUV-Coupe,Petrol,Manual,2,10405
5 Series,Sedan,Electric,Manual,4.5,155236
M5,Performance Sedan,Diesel,Manual,1.6,199654
5 Series,Sedan,Diesel,Manual,1.9,47837
M3,Performance Sedan,Petrol,Automatic,1.9,29414
5 Series,Sedan,Hybrid,Manual,3.3,151280
X1,SUV,Petrol,Manual,3.7,186331
5 Series,Sedan,Electric,Automatic,2.9,106278
X5,SUV,Hybrid,Automatic,2.5,163839
X3,SUV,Petrol,Manual,4.3,192201
7 Series,Sedan,Petrol,Manual,1.7,198709
7 Series,Sedan,Electric,Automatic,2.5,100505
X3,SUV,Petrol,Manual,1.6,133345
X5,SUV,Hybrid,Manual,1.5,30781
i8,Hybrid Sports Car,Hybrid,Manual,2.7,161159
3 Series,Sedan,Hybrid,Automatic,2.2,177553
X1,SUV,Diesel,Manual,2.4,32456
M3,Performance Sedan,Hybrid,Automatic,4.4,64277
5 Series,Sedan,Hybrid,Automatic,2.1,195217
X6,SUV-Coupe,Electric,Manual,4.2,15012
5 Series,Sedan,Electric,Manual,3.9,48494
i3,Electric Hatchback,Diesel,Automatic,2.6,27808
5 Series,Sedan,Electric,Manual,3.4,136111
X1,SUV,Petrol,Automatic,3.1,92207
5 Series,Sedan,Petrol,Manual,1.9,192897
M5,Performance Sedan,Hybrid,Automatic,4.7,16632
X3,SUV,Petrol,Automatic,3.5,8217
X3,SUV,Petrol,Manual,4.6,158864
3 Series,Sedan,Petrol,Manual,4.4,38147
7 Series,Sedan,Hybrid,Automatic,1.8,43016
X5,SUV,Petrol,Automatic,2.2,84467
3 Series,Sedan,Petrol,Automatic,2,62729
X1,SUV,Diesel,Automatic,4.4,63728
